start_date,end_date,category,start,stop,miles,purpose,route,month,duration,week name,month number,hours,time of day
2016-03-03 15:27:00,2016-03-03 15:48:00,Business,Cary,Raleigh,7.6,Customer Visit,Cary ➝ Raleigh,March,0 days 23:39:00,Thursday,3,15,Afternoon
2016-03-03 16:02:00,2016-03-03 16:42:00,Business,Raleigh,Cary,17.3,Meeting,Raleigh ➝ Cary,March,0 days 23:20:00,Thursday,3,16,Afternoon
2016-03-04 07:47:00,2016-03-04 08:06:00,Business,Cary,Durham,9.9,Meeting,Cary ➝ Durham,March,0 days 23:41:00,Friday,3,7,Morning
2016-03-04 09:46:00,2016-03-04 10:03:00,Business,Durham,Cary,9.9,Customer Visit,Durham ➝ Cary,March,0 days 23:43:00,Friday,3,9,Morning
2016-03-04 11:46:00,2016-03-04 12:06:00,Business,Cary,Durham,10.4,Meeting,Cary ➝ Durham,March,0 days 23:40:00,Friday,3,11,Morning
2016-03-04 13:03:00,2016-03-04 13:25:00,Business,Durham,Cary,10.9,Meeting,Durham ➝ Cary,March,0 days 23:38:00,Friday,3,13,Afternoon
2016-03-04 13:40:00,2016-03-04 14:09:00,Business,Cary,Raleigh,15.7,Customer Visit,Cary ➝ Raleigh,March,0 days 23:31:00,Friday,3,13,Afternoon
2016-03-04 15:56:00,2016-03-04 16:08:00,Business,Raleigh,Raleigh,4.9,Meal/Entertain,Raleigh ➝ Raleigh,March,0 days 23:48:00,Friday,3,15,Afternoon
2016-03-04 16:16:00,2016-03-04 16:22:00,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies,Fayetteville Street ➝ Depot Historic District,March,0 days 23:54:00,Friday,3,16,Afternoon
2016-03-04 16:43:00,2016-03-04 17:12:00,Business,Raleigh,Cary,13.5,Meeting,Raleigh ➝ Cary,March,0 days 23:31:00,Friday,3,16,Afternoon
2016-03-04 19:02:00,2016-03-04 19:08:00,Business,Cary,Morrisville,1.9,Temporary Site,Cary ➝ Morrisville,March,0 days 23:54:00,Friday,3,19,Evening
2016-03-04 19:16:00,2016-03-04 19:25:00,Business,Morrisville,Cary,2.0,Meal/Entertain,Morrisville ➝ Cary,March,0 days 23:51:00,Friday,3,19,Evening
2016-03-05 11:44:00,2016-03-05 11:59:00,Business,Cary,Morrisville,6.5,Meal/Entertain,Cary ➝ Morrisville,March,0 days 23:45:00,Saturday,3,11,Morning
2016-03-05 12:57:00,2016-03-05 13:12:00,Personal,Weston,Weston,4.2,,Weston ➝ Weston,March,0 days 23:45:00,Saturday,3,12,Afternoon
2016-03-05 14:08:00,2016-03-05 14:18:00,Personal,Morrisville,Cary,3.5,,Morrisville ➝ Cary,March,0 days 23:50:00,Saturday,3,14,Afternoon
2016-03-05 14:39:00,2016-03-05 15:01:00,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain,Whitebridge ➝ Wayne Ridge,March,0 days 23:38:00,Saturday,3,14,Afternoon
2016-03-05 16:52:00,2016-03-05 17:13:00,Business,Cary,Morrisville,7.8,Meal/Entertain,Cary ➝ Morrisville,March,0 days 23:39:00,Saturday,3,16,Afternoon
2016-03-05 17:23:00,2016-03-05 17:34:00,Business,Morrisville,Cary,3.9,Meal/Entertain,Morrisville ➝ Cary,March,0 days 23:49:00,Saturday,3,17,Evening
2016-03-07 09:10:00,2016-03-07 09:20:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,Whitebridge ➝ Edgehill Farms,March,0 days 23:50:00,Monday,3,9,Morning
2016-03-07 09:23:00,2016-03-07 09:47:00,Business,Cary,Raleigh,12.4,Customer Visit,Cary ➝ Raleigh,March,0 days 23:36:00,Monday,3,9,Morning
2016-03-07 12:10:00,2016-03-07 12:26:00,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,Fayetteville Street ➝ Meredith Townes,March,0 days 23:44:00,Monday,3,12,Afternoon
2016-03-07 13:57:00,2016-03-07 14:18:00,Business,Meredith Townes,Leesville Hollow,9.4,Meeting,Meredith Townes ➝ Leesville Hollow,March,0 days 23:39:00,Monday,3,13,Afternoon
2016-03-07 15:19:00,2016-03-07 15:45:00,Business,Raleigh,Cary,11.9,Between Offices,Raleigh ➝ Cary,March,0 days 23:34:00,Monday,3,15,Afternoon
2016-03-08 14:38:00,2016-03-08 14:55:00,Business,Whitebridge,Waverly Place,7.2,Between Offices,Whitebridge ➝ Waverly Place,March,0 days 23:43:00,Tuesday,3,14,Afternoon
2016-03-08 15:35:00,2016-03-08 16:00:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain,Waverly Place ➝ Whitebridge,March,0 days 23:35:00,Tuesday,3,15,Afternoon
2016-03-08 16:13:00,2016-03-08 16:25:00,Personal,Whitebridge,Whitebridge,1.6,,Whitebridge ➝ Whitebridge,March,0 days 23:48:00,Tuesday,3,16,Afternoon
2016-03-10 03:36:00,2016-03-10 03:53:00,Business,Cary,Morrisville,8.4,Meeting,Cary ➝ Morrisville,March,0 days 23:43:00,Thursday,3,3,Night
2016-03-10 10:08:00,2016-03-10 10:37:00,Business,East Austin,West University,12.8,Meeting,East Austin ➝ West University,March,0 days 23:31:00,Thursday,3,10,Morning
2016-03-10 14:39:00,2016-03-10 14:55:00,Business,West University,South Congress,2.3,,West University ➝ South Congress,March,0 days 23:44:00,Thursday,3,14,Afternoon
2016-03-10 16:18:00,2016-03-10 16:28:00,Business,South Congress,Arts District,1.6,,South Congress ➝ Arts District,March,0 days 23:50:00,Thursday,3,16,Afternoon
2016-03-11 09:47:00,2016-03-11 09:59:00,Business,The Drag,Congress Ave District,2.0,Meal/Entertain,The Drag ➝ Congress Ave District,March,0 days 23:48:00,Friday,3,9,Morning
2016-03-11 10:29:00,2016-03-11 10:36:00,Business,Congress Ave District,Downtown,0.8,,Congress Ave District ➝ Downtown,March,0 days 23:53:00,Friday,3,10,Morning
2016-03-11 11:57:00,2016-03-11 12:04:00,Business,Downtown,Red River District,1.2,,Downtown ➝ Red River District,March,0 days 23:53:00,Friday,3,11,Morning
2016-03-11 13:43:00,2016-03-11 13:51:00,Business,Red River District,Downtown,1.0,,Red River District ➝ Downtown,March,0 days 23:52:00,Friday,3,13,Afternoon
2016-03-11 19:21:00,2016-03-11 19:35:00,Business,South Congress,The Drag,2.1,,South Congress ➝ The Drag,March,0 days 23:46:00,Friday,3,19,Evening
2016-03-12 09:13:00,2016-03-12 09:22:00,Business,The Drag,South Congress,2.2,,The Drag ➝ South Congress,March,0 days 23:51:00,Saturday,3,9,Morning
2016-03-12 18:27:00,2016-03-12 18:37:00,Personal,South Congress,The Drag,1.9,,South Congress ➝ The Drag,March,0 days 23:50:00,Saturday,3,18,Evening
2016-03-13 09:07:00,2016-03-13 09:37:00,Business,The Drag,Convention Center District,5.7,Meal/Entertain,The Drag ➝ Convention Center District,March,0 days 23:30:00,Sunday,3,9,Morning
2016-03-13 18:23:00,2016-03-13 18:43:00,Business,South Congress,North Austin,8.4,Meal/Entertain,South Congress ➝ North Austin,March,0 days 23:40:00,Sunday,3,18,Evening
2016-03-13 20:07:00,2016-03-13 20:28:00,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,Georgian Acres ➝ The Drag,March,0 days 23:39:00,Sunday,3,20,Evening
2016-03-13 20:39:00,2016-03-13 20:58:00,Business,The Drag,North Austin,10.5,Meal/Entertain,The Drag ➝ North Austin,March,0 days 23:41:00,Sunday,3,20,Evening
2016-03-13 21:11:00,2016-03-13 21:23:00,Business,North Austin,Coxville,7.2,Meal/Entertain,North Austin ➝ Coxville,March,0 days 23:48:00,Sunday,3,21,Night
2016-03-13 22:19:00,2016-03-13 22:39:00,Business,Coxville,The Drag,12.5,,Coxville ➝ The Drag,March,0 days 23:40:00,Sunday,3,22,Night
2016-03-14 08:34:00,2016-03-14 08:49:00,Business,The Drag,South Congress,2.0,Errand/Supplies,The Drag ➝ South Congress,March,0 days 23:45:00,Monday,3,8,Morning
2016-03-14 18:39:00,2016-03-14 18:55:00,Business,South Congress,The Drag,2.7,,South Congress ➝ The Drag,March,0 days 23:44:00,Monday,3,18,Evening
2016-03-15 08:45:00,2016-03-15 08:57:00,Business,The Drag,Convention Center District,2.0,Meal/Entertain,The Drag ➝ Convention Center District,March,0 days 23:48:00,Tuesday,3,8,Morning
2016-03-15 20:48:00,2016-03-15 21:01:00,Business,Downtown,The Drag,2.8,Meal/Entertain,Downtown ➝ The Drag,March,0 days 23:47:00,Tuesday,3,20,Evening
2016-03-16 11:34:00,2016-03-16 11:45:00,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,The Drag ➝ Congress Ave District,March,0 days 23:49:00,Wednesday,3,11,Morning
2016-03-16 14:44:00,2016-03-16 14:55:00,Business,Convention Center District,West University,2.0,,Convention Center District ➝ West University,March,0 days 23:49:00,Wednesday,3,14,Afternoon
2016-03-16 18:43:00,2016-03-16 18:56:00,Business,West University,Congress Ave District,2.1,Meal/Entertain,West University ➝ Congress Ave District,March,0 days 23:47:00,Wednesday,3,18,Evening
2016-03-17 00:33:00,2016-03-17 00:44:00,Personal,Downtown,The Drag,1.7,,Downtown ➝ The Drag,March,0 days 23:49:00,Thursday,3,0,Night
2016-03-17 12:52:00,2016-03-17 15:11:00,Business,Austin,Katy,136.0,Customer Visit,Austin ➝ Katy,March,0 days 21:41:00,Thursday,3,12,Afternoon
2016-03-17 15:16:00,2016-03-17 15:58:00,Business,Katy,Houston,30.2,Meeting,Katy ➝ Houston,March,0 days 23:18:00,Thursday,3,15,Afternoon
2016-03-17 17:20:00,2016-03-17 18:02:00,Business,Midtown,Alief,15.5,Meal/Entertain,Midtown ➝ Alief,March,0 days 23:18:00,Thursday,3,17,Evening
2016-03-17 18:47:00,2016-03-17 19:09:00,Personal,Houston,Houston,4.9,,Houston ➝ Houston,March,0 days 23:38:00,Thursday,3,18,Evening
2016-03-17 20:57:00,2016-03-17 21:28:00,Personal,Houston,Houston,12.6,,Houston ➝ Houston,March,0 days 23:29:00,Thursday,3,20,Evening
2016-03-17 21:48:00,2016-03-17 22:04:00,Personal,Sharpstown,Midtown,10.4,,Sharpstown ➝ Midtown,March,0 days 23:44:00,Thursday,3,21,Night
2016-03-18 07:15:00,2016-03-18 07:21:00,Business,Midtown,Midtown,1.1,Meal/Entertain,Midtown ➝ Midtown,March,0 days 23:54:00,Friday,3,7,Morning
2016-03-18 08:35:00,2016-03-18 08:43:00,Business,Midtown,Midtown,1.1,Meal/Entertain,Midtown ➝ Midtown,March,0 days 23:52:00,Friday,3,8,Morning
2016-03-18 18:24:00,2016-03-18 19:08:00,Business,Midtown,Sharpstown,13.2,Meeting,Midtown ➝ Sharpstown,March,0 days 23:16:00,Friday,3,18,Evening
2016-03-18 19:23:00,2016-03-18 19:29:00,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,Sharpstown ➝ Sharpstown,March,0 days 23:54:00,Friday,3,19,Evening
2016-03-18 21:01:00,2016-03-18 21:15:00,Business,Sharpstown,Midtown,9.2,Customer Visit,Sharpstown ➝ Midtown,March,0 days 23:46:00,Friday,3,21,Night
2016-03-19 09:10:00,2016-03-19 09:25:00,Business,Midtown,Sharpstown,9.4,Meal/Entertain,Midtown ➝ Sharpstown,March,0 days 23:45:00,Saturday,3,9,Morning
2016-03-19 12:50:00,2016-03-19 13:13:00,Business,Houston,Sugar Land,12.0,Customer Visit,Houston ➝ Sugar Land,March,0 days 23:37:00,Saturday,3,12,Afternoon
2016-03-19 14:01:00,2016-03-19 14:57:00,Business,Sugar Land,Houston,35.1,Customer Visit,Sugar Land ➝ Houston,March,0 days 23:04:00,Saturday,3,14,Afternoon
2016-03-19 15:34:00,2016-03-19 16:38:00,Business,Houston,Galveston,36.5,Meal/Entertain,Houston ➝ Galveston,March,0 days 22:56:00,Saturday,3,15,Afternoon
2016-03-19 17:17:00,2016-03-19 17:32:00,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,Galveston ➝ Port Bolivar,March,0 days 23:45:00,Saturday,3,17,Evening
2016-03-19 17:37:00,2016-03-19 17:47:00,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,Port Bolivar ➝ Port Bolivar,March,0 days 23:50:00,Saturday,3,17,Evening
2016-03-19 17:52:00,2016-03-19 18:00:00,Business,Port Bolivar,Port Bolivar,1.2,,Port Bolivar ➝ Port Bolivar,March,0 days 23:52:00,Saturday,3,17,Evening
2016-03-19 18:53:00,2016-03-19 19:29:00,Business,Port Bolivar,Galveston,7.5,Meeting,Port Bolivar ➝ Galveston,March,0 days 23:24:00,Saturday,3,18,Evening
2016-03-19 19:33:00,2016-03-19 20:39:00,Business,Galveston,Houston,57.0,Customer Visit,Galveston ➝ Houston,March,0 days 22:54:00,Saturday,3,19,Evening
2016-03-20 07:37:00,2016-03-20 07:48:00,Business,Midtown,Washington Avenue,5.9,Meeting,Midtown ➝ Washington Avenue,March,0 days 23:49:00,Sunday,3,7,Morning
2016-03-20 11:42:00,2016-03-20 11:56:00,Business,Washington Avenue,Midtown,6.2,Meeting,Washington Avenue ➝ Midtown,March,0 days 23:46:00,Sunday,3,11,Morning
2016-03-20 17:08:00,2016-03-20 17:34:00,Business,Midtown,Sharpstown,10.4,,Midtown ➝ Sharpstown,March,0 days 23:34:00,Sunday,3,17,Evening
2016-03-20 18:34:00,2016-03-20 18:40:00,Personal,Sharpstown,Briar Meadow,1.2,,Sharpstown ➝ Briar Meadow,March,0 days 23:54:00,Sunday,3,18,Evening
2016-03-20 18:45:00,2016-03-20 19:06:00,Business,Briar Meadow,Midtown,9.6,Customer Visit,Briar Meadow ➝ Midtown,March,0 days 23:39:00,Sunday,3,18,Evening
2016-03-21 10:21:00,2016-03-21 10:26:00,Personal,Midtown,Downtown,1.0,,Midtown ➝ Downtown,March,0 days 23:55:00,Monday,3,10,Morning
2016-03-21 16:05:00,2016-03-21 16:13:00,Business,Downtown,Midtown,0.9,Meal/Entertain,Downtown ➝ Midtown,March,0 days 23:52:00,Monday,3,16,Afternoon
2016-03-21 18:59:00,2016-03-21 19:15:00,Business,Midtown,Sharpstown,8.8,,Midtown ➝ Sharpstown,March,0 days 23:44:00,Monday,3,18,Evening
2016-03-21 20:18:00,2016-03-21 20:55:00,Business,Sharpstown,Midtown,25.6,Meal/Entertain,Sharpstown ➝ Midtown,March,0 days 23:23:00,Monday,3,20,Evening
2016-03-22 06:17:00,2016-03-22 06:43:00,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,Midtown ➝ Greater Greenspoint,March,0 days 23:34:00,Tuesday,3,6,Morning
2016-03-22 12:06:00,2016-03-22 12:24:00,Personal,Morrisville,Cary,8.1,,Morrisville ➝ Cary,March,0 days 23:42:00,Tuesday,3,12,Afternoon
2016-03-22 19:12:00,2016-03-22 19:25:00,Personal,Whitebridge,Whitebridge,1.4,,Whitebridge ➝ Whitebridge,March,0 days 23:47:00,Tuesday,3,19,Evening
2016-03-23 14:37:00,2016-03-23 14:42:00,Personal,Whitebridge,Preston,1.7,,Whitebridge ➝ Preston,March,0 days 23:55:00,Wednesday,3,14,Afternoon
2016-03-23 14:53:00,2016-03-23 14:59:00,Personal,Preston,Whitebridge,1.6,,Preston ➝ Whitebridge,March,0 days 23:54:00,Wednesday,3,14,Afternoon
2016-03-24 19:47:00,2016-03-24 19:54:00,Personal,Whitebridge,Westpark Place,2.0,,Whitebridge ➝ Westpark Place,March,0 days 23:53:00,Thursday,3,19,Evening
2016-03-24 20:34:00,2016-03-24 20:40:00,Business,Westpark Place,Whitebridge,2.2,,Westpark Place ➝ Whitebridge,March,0 days 23:54:00,Thursday,3,20,Evening
2016-03-25 13:24:00,2016-03-25 16:22:00,Business,Cary,Latta,144.0,Customer Visit,Cary ➝ Latta,March,0 days 21:02:00,Friday,3,13,Afternoon
2016-03-25 16:52:00,2016-03-25 22:22:00,Business,Latta,Jacksonville,310.3,Customer Visit,Latta ➝ Jacksonville,March,0 days 18:30:00,Friday,3,16,Afternoon
2016-03-25 22:54:00,2016-03-26 01:39:00,Business,Jacksonville,Kissimmee,201.0,Meeting,Jacksonville ➝ Kissimmee,March,0 days 21:15:00,Friday,3,22,Night
2016-03-26 14:05:00,2016-03-26 14:29:00,Personal,Couples Glen,Isles of Buena Vista,6.7,,Couples Glen ➝ Isles of Buena Vista,March,0 days 23:36:00,Saturday,3,14,Afternoon
2016-03-26 15:19:00,2016-03-26 15:49:00,Personal,Kissimmee,Orlando,8.8,,Kissimmee ➝ Orlando,March,0 days 23:30:00,Saturday,3,15,Afternoon
2016-03-26 16:26:00,2016-03-26 16:30:00,Personal,Lake Reams,Lake Reams,1.2,,Lake Reams ➝ Lake Reams,March,0 days 23:56:00,Saturday,3,16,Afternoon
2016-03-27 00:31:00,2016-03-27 00:40:00,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,Lake Reams ➝ Lake Reams,March,0 days 23:51:00,Sunday,3,0,Night
2016-03-27 01:11:00,2016-03-27 01:23:00,Business,Orlando,Kissimmee,6.6,Meal/Entertain,Orlando ➝ Kissimmee,March,0 days 23:48:00,Sunday,3,1,Night
2016-03-27 15:31:00,2016-03-27 15:56:00,Business,Kissimmee,Orlando,6.1,Customer Visit,Kissimmee ➝ Orlando,March,0 days 23:35:00,Sunday,3,15,Afternoon
2016-03-27 21:26:00,2016-03-27 21:41:00,Personal,Orlando,Orlando,6.9,,Orlando ➝ Orlando,March,0 days 23:45:00,Sunday,3,21,Night
2016-03-27 23:04:00,2016-03-27 23:18:00,Personal,Orlando,Kissimmee,7.3,,Orlando ➝ Kissimmee,March,0 days 23:46:00,Sunday,3,23,Night
2016-03-28 12:29:00,2016-03-28 12:42:00,Personal,Kissimmee,Orlando,3.6,,Kissimmee ➝ Orlando,March,0 days 23:47:00,Monday,3,12,Afternoon
2016-03-28 19:30:00,2016-03-28 20:23:00,Personal,Couples Glen,Vista East,27.2,,Couples Glen ➝ Vista East,March,0 days 23:07:00,Monday,3,19,Evening
2016-03-28 22:55:00,2016-03-28 23:26:00,Personal,Orlando,Kissimmee,25.7,,Orlando ➝ Kissimmee,March,0 days 23:29:00,Monday,3,22,Night
2016-03-29 15:27:00,2016-03-29 16:11:00,Personal,Kissimmee,Orlando,13.6,,Kissimmee ➝ Orlando,March,0 days 23:16:00,Tuesday,3,15,Afternoon
2016-03-29 18:20:00,2016-03-29 18:39:00,Personal,Sand Lake Commons,Sky Lake,6.2,,Sand Lake Commons ➝ Sky Lake,March,0 days 23:41:00,Tuesday,3,18,Evening
2016-03-29 20:29:00,2016-03-29 20:44:00,Personal,Sky Lake,Sand Lake Commons,6.0,,Sky Lake ➝ Sand Lake Commons,March,0 days 23:45:00,Tuesday,3,20,Evening
2016-03-29 23:04:00,2016-03-29 23:21:00,Personal,Orlando,Kissimmee,13.8,,Orlando ➝ Kissimmee,March,0 days 23:43:00,Tuesday,3,23,Night
2016-03-30 22:05:00,2016-03-30 22:55:00,Business,Orlando,Kissimmee,28.8,Meal/Entertain,Orlando ➝ Kissimmee,March,0 days 23:10:00,Wednesday,3,22,Night
2016-03-31 12:47:00,2016-03-31 13:22:00,Business,Kissimmee,Orlando,16.1,Temporary Site,Kissimmee ➝ Orlando,March,0 days 23:25:00,Thursday,3,12,Afternoon
2016-03-31 14:37:00,2016-03-31 15:09:00,Business,Orlando,Kissimmee,16.4,Meal/Entertain,Orlando ➝ Kissimmee,March,0 days 23:28:00,Thursday,3,14,Afternoon
2016-04-01 13:43:00,2016-04-01 14:01:00,Business,Kissimmee,Kissimmee,11.0,Meeting,Kissimmee ➝ Kissimmee,April,0 days 23:42:00,Friday,4,13,Afternoon
2016-04-01 14:36:00,2016-04-01 15:24:00,Business,Kissimmee,Orlando,15.5,Customer Visit,Kissimmee ➝ Orlando,April,0 days 23:12:00,Friday,4,14,Afternoon
2016-04-01 16:01:00,2016-04-01 16:49:00,Business,Orlando,Kissimmee,20.3,Meeting,Orlando ➝ Kissimmee,April,0 days 23:12:00,Friday,4,16,Afternoon
2016-04-01 16:52:00,2016-04-01 16:57:00,Personal,Kissimmee,Kissimmee,0.7,,Kissimmee ➝ Kissimmee,April,0 days 23:55:00,Friday,4,16,Afternoon
2016-04-02 08:48:00,2016-04-02 09:04:00,Personal,Kissimmee,Kissimmee,5.5,,Kissimmee ➝ Kissimmee,April,0 days 23:44:00,Saturday,4,8,Morning
2016-04-02 11:01:00,2016-04-02 11:16:00,Personal,Kissimmee,Kissimmee,5.1,,Kissimmee ➝ Kissimmee,April,0 days 23:45:00,Saturday,4,11,Morning
2016-04-02 12:21:00,2016-04-02 14:47:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,Kissimmee ➝ Daytona Beach,April,0 days 21:34:00,Saturday,4,12,Afternoon
2016-04-02 16:57:00,2016-04-02 18:09:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,Daytona Beach ➝ Jacksonville,April,0 days 22:48:00,Saturday,4,16,Afternoon
2016-04-02 19:38:00,2016-04-02 22:36:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,Jacksonville ➝ Ridgeland,April,0 days 21:02:00,Saturday,4,19,Evening
2016-04-02 23:11:00,2016-04-03 01:34:00,Business,Ridgeland,Florence,144.0,Meeting,Ridgeland ➝ Florence,April,0 days 21:37:00,Saturday,4,23,Night
2016-04-03 02:00:00,2016-04-03 04:16:00,Business,Florence,Cary,159.3,Meeting,Florence ➝ Cary,April,0 days 21:44:00,Sunday,4,2,Night
2016-04-05 21:39:00,2016-04-05 21:55:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,Whitebridge ➝ Wayne Ridge,April,0 days 23:44:00,Tuesday,4,21,Night
2016-04-06 00:19:00,2016-04-06 00:39:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,Wayne Ridge ➝ Whitebridge,April,0 days 23:40:00,Wednesday,4,0,Night
2016-04-07 18:20:00,2016-04-07 18:39:00,Business,Cary,Morrisville,6.1,Meal/Entertain,Cary ➝ Morrisville,April,0 days 23:41:00,Thursday,4,18,Evening
2016-04-07 19:45:00,2016-04-07 20:00:00,Business,Morrisville,Cary,6.1,Errand/Supplies,Morrisville ➝ Cary,April,0 days 23:45:00,Thursday,4,19,Evening
2016-04-08 12:30:00,2016-04-08 12:48:00,Business,Cary,Durham,10.5,Meeting,Cary ➝ Durham,April,0 days 23:42:00,Friday,4,12,Afternoon
2016-04-08 13:34:00,2016-04-08 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,Durham ➝ Cary,April,0 days 23:43:00,Friday,4,13,Afternoon
2016-04-08 13:55:00,2016-04-08 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,Westpark Place ➝ Whitebridge,April,0 days 23:52:00,Friday,4,13,Afternoon
2016-04-08 14:43:00,2016-04-08 15:20:00,Business,Cary,Raleigh,19.1,Meeting,Cary ➝ Raleigh,April,0 days 23:23:00,Friday,4,14,Afternoon
2016-04-08 16:05:00,2016-04-08 16:47:00,Business,Raleigh,Cary,18.6,Meeting,Raleigh ➝ Cary,April,0 days 23:18:00,Friday,4,16,Afternoon
2016-04-12 09:15:00,2016-04-12 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,Whitebridge ➝ Edgehill Farms,April,0 days 23:49:00,Tuesday,4,9,Morning
2016-04-12 09:34:00,2016-04-12 09:53:00,Business,Cary,Raleigh,8.9,Meeting,Cary ➝ Raleigh,April,0 days 23:41:00,Tuesday,4,9,Morning
2016-04-12 10:58:00,2016-04-12 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,Meredith ➝ Cedar Hill,April,0 days 23:40:00,Tuesday,4,10,Morning
2016-04-12 12:22:00,2016-04-12 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,Raleigh ➝ Morrisville,April,0 days 23:38:00,Tuesday,4,12,Afternoon
2016-04-12 13:42:00,2016-04-12 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,Morrisville ➝ Cary,April,0 days 23:41:00,Tuesday,4,13,Afternoon
2016-04-14 07:29:00,2016-04-14 08:09:00,Business,Cary,Holly Springs,15.3,Temporary Site,Cary ➝ Holly Springs,April,0 days 23:20:00,Thursday,4,7,Morning
2016-04-14 16:00:00,2016-04-14 16:43:00,Business,Holly Springs,Cary,13.7,Temporary Site,Holly Springs ➝ Cary,April,0 days 23:17:00,Thursday,4,16,Afternoon
2016-04-15 11:36:00,2016-04-15 12:07:00,Business,Cary,Raleigh,11.9,Temporary Site,Cary ➝ Raleigh,April,0 days 23:29:00,Friday,4,11,Morning
2016-04-15 12:29:00,2016-04-15 12:32:00,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,Meredith Townes ➝ Harden Place,April,0 days 23:57:00,Friday,4,12,Afternoon
2016-04-15 14:31:00,2016-04-15 15:01:00,Business,Raleigh,Cary,15.2,Meeting,Raleigh ➝ Cary,April,0 days 23:30:00,Friday,4,14,Afternoon
2016-04-16 12:59:00,2016-04-16 13:17:00,Business,Cary,Morrisville,6.0,Errand/Supplies,Cary ➝ Morrisville,April,0 days 23:42:00,Saturday,4,12,Afternoon
2016-04-16 15:10:00,2016-04-16 15:26:00,Business,Morrisville,Cary,6.1,Meal/Entertain,Morrisville ➝ Cary,April,0 days 23:44:00,Saturday,4,15,Afternoon
2016-04-19 17:44:00,2016-04-19 18:08:00,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,Whitebridge ➝ Wayne Ridge,April,0 days 23:36:00,Tuesday,4,17,Evening
2016-04-19 19:57:00,2016-04-19 20:19:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,Wayne Ridge ➝ Whitebridge,April,0 days 23:38:00,Tuesday,4,19,Evening
2016-04-22 08:25:00,2016-04-22 09:04:00,Business,Cary,Raleigh,13.6,Meeting,Cary ➝ Raleigh,April,0 days 23:21:00,Friday,4,8,Morning
2016-04-22 10:10:00,2016-04-22 10:40:00,Business,Raleigh,Cary,22.5,Meeting,Raleigh ➝ Cary,April,0 days 23:30:00,Friday,4,10,Morning
2016-04-22 12:08:00,2016-04-22 12:28:00,Business,Cary,Durham,10.4,Meeting,Cary ➝ Durham,April,0 days 23:40:00,Friday,4,12,Afternoon
2016-04-22 13:02:00,2016-04-22 13:26:00,Business,Durham,Cary,10.0,Meeting,Durham ➝ Cary,April,0 days 23:36:00,Friday,4,13,Afternoon
2016-04-23 17:03:00,2016-04-23 17:16:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,Whitebridge ➝ Tanglewood,April,0 days 23:47:00,Saturday,4,17,Evening
2016-04-23 18:49:00,2016-04-23 19:05:00,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,Tanglewood ➝ Whitebridge,April,0 days 23:44:00,Saturday,4,18,Evening
2016-04-24 19:07:00,2016-04-24 19:16:00,Business,Cary,Morrisville,3.1,Errand/Supplies,Cary ➝ Morrisville,April,0 days 23:51:00,Sunday,4,19,Evening
2016-04-24 19:46:00,2016-04-24 19:52:00,Business,Chessington,Chessington,1.9,Errand/Supplies,Chessington ➝ Chessington,April,0 days 23:54:00,Sunday,4,19,Evening
2016-04-24 21:41:00,2016-04-24 21:50:00,Business,Morrisville,Cary,4.2,Between Offices,Morrisville ➝ Cary,April,0 days 23:51:00,Sunday,4,21,Night
2016-04-27 13:30:00,2016-04-27 13:40:00,Business,Whitebridge,Burtrose,4.9,Between Offices,Whitebridge ➝ Burtrose,April,0 days 23:50:00,Wednesday,4,13,Afternoon
2016-04-27 14:13:00,2016-04-27 14:25:00,Business,Burtrose,Whitebridge,4.8,Between Offices,Burtrose ➝ Whitebridge,April,0 days 23:48:00,Wednesday,4,14,Afternoon
2016-04-28 12:09:00,2016-04-28 12:34:00,Business,Cary,Raleigh,12.4,Customer Visit,Cary ➝ Raleigh,April,0 days 23:35:00,Thursday,4,12,Afternoon
